# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "4" "-a" "/home/sxy/rnaseq_project/reference/ecoli.gtf" "-o" "/home/sxy/rnaseq_project/results/counts/Ecoli_counts_CDS.txt" "-g" "transcript_id" "-t" "CDS" "-p" "/home/sxy/rnaseq_project/results/aligned/Ecoli_Aligned.sortedByCoord.out.bam" 						
Geneid	Chr	Start	End	Strand	Length	/home/sxy/rnaseq_project/results/aligned/Ecoli_Aligned.sortedByCoord.out.bam
gene-FAZ85_RS24320	NZ_SSTT01000046.1	4822	5748	-	927	881
gene-FAZ85_RS24325	NZ_SSTT01000046.1	5741	6727	-	987	1002
gene-FAZ85_RS24330	NZ_SSTT01000046.1	6724	7620	-	897	874
gene-FAZ85_RS24335	NZ_SSTT01000046.1	7617	8639	-	1023	960
gene-FAZ85_RS24340	NZ_SSTT01000046.1	8641	10191	-	1551	1800
gene-FAZ85_RS24345	NZ_SSTT01000046.1	10205	10786	-	582	744
gene-FAZ85_RS24350	NZ_SSTT01000046.1	11044	13443	-	2400	3467
gene-FAZ85_RS24355	NZ_SSTT01000046.1	13468	14850	-	1383	2629
gene-FAZ85_RS24360	NZ_SSTT01000046.1	15227	16546	-	1320	1662
gene-FAZ85_RS24365	NZ_SSTT01000046.1	16677	18212	-	1536	2289
gene-FAZ85_RS24370	NZ_SSTT01000046.1	18368	19204	-	837	1114
gene-FAZ85_RS24375	NZ_SSTT01000047.1	209	1180	-	972	0
gene-FAZ85_RS24380	NZ_SSTT01000047.1	1180	2346	-	1167	0
gene-FAZ85_RS24385	NZ_SSTT01000047.1	2934	3689	-	756	0
gene-FAZ85_RS24390	NZ_SSTT01000047.1	4463	5269	-	807	0
gene-FAZ85_RS24395	NZ_SSTT01000047.1	5270	5575	-	306	0
gene-FAZ85_RS24400	NZ_SSTT01000047.1	5577	5795	-	219	0
gene-FAZ85_RS24405	NZ_SSTT01000047.1	6429	6626	+	198	0
gene-FAZ85_RS24410	NZ_SSTT01000047.1	6623	6907	-	285	0
gene-FAZ85_RS24415	NZ_SSTT01000047.1	6927	8060	-	1134	0
gene-FAZ85_RS24420	NZ_SSTT01000047.1	8323	11442	-	3120	0
gene-FAZ85_RS24430	NZ_SSTT01000047.1	11749	11979	+	231	0
gene-FAZ85_RS24435	NZ_SSTT01000047.1	11976	12392	+	417	0
gene-FAZ85_RS24440	NZ_SSTT01000047.1	12554	14692	-	2139	0
gene-FAZ85_RS24445	NZ_SSTT01000047.1	15157	16152	+	996	0
gene-FAZ85_RS24450	NZ_SSTT01000047.1	16156	17088	+	933	0
gene-FAZ85_RS24455	NZ_SSTT01000047.1	17225	17305	-	81	0
gene-FAZ85_RS24460	NZ_SSTT01000048.1	78	1088	+	1011	1371
gene-FAZ85_RS24465	NZ_SSTT01000048.1	1054	1176	-	123	179
gene-FAZ85_RS24470	NZ_SSTT01000048.1	1379	3064	+	1686	3336
gene-FAZ85_RS24475	NZ_SSTT01000048.1	3102	5474	+	2373	4181
gene-FAZ85_RS24480	NZ_SSTT01000048.1	5531	8314	+	2784	4484
gene-FAZ85_RS24485	NZ_SSTT01000048.1	8676	8995	+	320	314
gene-FAZ85_RS24490	NZ_SSTT01000049.1	177	434	+	258	217
gene-FAZ85_RS24495	NZ_SSTT01000049.1	992	1759	-	768	1034
gene-FAZ85_RS24500	NZ_SSTT01000049.1	1760	2716	-	957	681
gene-FAZ85_RS24505	NZ_SSTT01000049.1	2713	3711	-	999	539
gene-FAZ85_RS24510	NZ_SSTT01000049.1	3708	4610	-	903	586
gene-FAZ85_RS24515	NZ_SSTT01000049.1	4655	6979	-	2325	1896
gene-FAZ85_RS24520	NZ_SSTT01000049.1	7066	8019	-	954	848
gene-FAZ85_RS24525	NZ_SSTT01000049.1	8016	8537	-	522	519
gene-FAZ85_RS25950	NZ_SSTT01000049.1	8674	8742	+	69	84
gene-FAZ85_RS06100	NZ_SSTT01000005.1	1	115	-	115	0
gene-FAZ85_RS26300	NZ_SSTT01000005.1	519	862	-	344	0
gene-FAZ85_RS26305	NZ_SSTT01000005.1	889	1464	-	576	1
gene-FAZ85_RS06115	NZ_SSTT01000005.1	1507	1905	-	399	0
gene-FAZ85_RS06120	NZ_SSTT01000005.1	1906	6126	-	4221	1441
gene-FAZ85_RS06125	NZ_SSTT01000005.1	6194	8302	-	2109	4
gene-FAZ85_RS06130	NZ_SSTT01000005.1	9123	9335	-	213	404
gene-FAZ85_RS06135	NZ_SSTT01000005.1	9411	10028	-	618	927
gene-FAZ85_RS06140	NZ_SSTT01000005.1	10295	11794	+	1500	1913
gene-FAZ85_RS06145	NZ_SSTT01000005.1	11909	12970	-	1062	1478
gene-FAZ85_RS06150	NZ_SSTT01000005.1	13212	15314	+	2103	3012
gene-FAZ85_RS06155	NZ_SSTT01000005.1	15350	16015	-	666	1384
gene-FAZ85_RS06160	NZ_SSTT01000005.1	16213	17250	-	1038	1337
gene-FAZ85_RS06165	NZ_SSTT01000005.1	17431	17949	+	519	589
gene-FAZ85_RS06170	NZ_SSTT01000005.1	17946	18395	+	450	431
gene-FAZ85_RS06175	NZ_SSTT01000005.1	18396	18629	-	234	325
gene-FAZ85_RS06180	NZ_SSTT01000005.1	18715	18888	-	174	280
gene-FAZ85_RS06185	NZ_SSTT01000005.1	19083	19178	+	96	207
gene-FAZ85_RS06190	NZ_SSTT01000005.1	19275	20699	-	1425	1644
gene-FAZ85_RS06195	NZ_SSTT01000005.1	20721	21515	-	795	769
gene-FAZ85_RS06200	NZ_SSTT01000005.1	21505	22446	-	942	897
gene-FAZ85_RS06205	NZ_SSTT01000005.1	22447	23460	-	1014	938
gene-FAZ85_RS06210	NZ_SSTT01000005.1	23478	24623	-	1146	1239
gene-FAZ85_RS06215	NZ_SSTT01000005.1	24868	26274	-	1407	1721
gene-FAZ85_RS06220	NZ_SSTT01000005.1	26353	26769	-	417	774
gene-FAZ85_RS06225	NZ_SSTT01000005.1	26815	26969	-	155	301
gene-FAZ85_RS06230	NZ_SSTT01000005.1	27191	27421	+	231	368
gene-FAZ85_RS06235	NZ_SSTT01000005.1	27513	29474	-	1962	2466
gene-FAZ85_RS06240	NZ_SSTT01000005.1	29547	30083	-	537	681
gene-FAZ85_RS06245	NZ_SSTT01000005.1	30136	31350	+	1215	1343
gene-FAZ85_RS06250	NZ_SSTT01000005.1	31390	32598	-	1209	563
gene-FAZ85_RS06255	NZ_SSTT01000005.1	32606	33031	+	426	365
gene-FAZ85_RS06260	NZ_SSTT01000005.1	33130	33798	-	669	1073
gene-FAZ85_RS06265	NZ_SSTT01000005.1	34101	34694	-	594	959
gene-FAZ85_RS06270	NZ_SSTT01000005.1	34691	35683	-	993	1282
gene-FAZ85_RS06275	NZ_SSTT01000005.1	35807	36787	+	981	1452
gene-FAZ85_RS06280	NZ_SSTT01000005.1	36782	37318	-	537	983
gene-FAZ85_RS06285	NZ_SSTT01000005.1	37380	37604	-	225	504
gene-FAZ85_RS06290	NZ_SSTT01000005.1	37744	39399	-	1656	2222
gene-FAZ85_RS06295	NZ_SSTT01000005.1	39624	40967	-	1344	1841
gene-FAZ85_RS06300	NZ_SSTT01000005.1	41184	42107	+	924	1389
gene-FAZ85_RS06305	NZ_SSTT01000005.1	42145	43785	-	1641	2256
gene-FAZ85_RS06310	NZ_SSTT01000005.1	44184	44333	+	150	256
gene-FAZ85_RS25815	NZ_SSTT01000005.1	44311	44379	-	69	63
gene-FAZ85_RS06315	NZ_SSTT01000005.1	44405	44578	-	174	302
gene-FAZ85_RS06320	NZ_SSTT01000005.1	44823	45353	-	531	1050
gene-FAZ85_RS06325	NZ_SSTT01000005.1	45542	46543	+	1002	1621
gene-FAZ85_RS06330	NZ_SSTT01000005.1	46585	48024	-	1440	1971
gene-FAZ85_RS06335	NZ_SSTT01000005.1	48221	49021	-	801	1231
gene-FAZ85_RS06340	NZ_SSTT01000005.1	49293	53195	-	3903	4191
gene-FAZ85_RS06345	NZ_SSTT01000005.1	53396	54001	+	606	851
gene-FAZ85_RS06350	NZ_SSTT01000005.1	54052	55368	-	1317	1439
gene-FAZ85_RS06355	NZ_SSTT01000005.1	55358	57115	-	1758	2058
gene-FAZ85_RS06360	NZ_SSTT01000005.1	57131	58027	-	897	1469
gene-FAZ85_RS06365	NZ_SSTT01000005.1	58027	58632	-	606	1112
gene-FAZ85_RS06370	NZ_SSTT01000005.1	58803	61109	-	2307	4207
gene-FAZ85_RS06375	NZ_SSTT01000005.1	61173	62033	-	861	914
gene-FAZ85_RS06380	NZ_SSTT01000005.1	62265	62855	-	591	454
gene-FAZ85_RS06385	NZ_SSTT01000005.1	62837	63787	-	951	1211
gene-FAZ85_RS06390	NZ_SSTT01000005.1	63888	65201	-	1314	1436
gene-FAZ85_RS06395	NZ_SSTT01000005.1	65228	66433	-	1206	994
gene-FAZ85_RS06400	NZ_SSTT01000005.1	66433	66855	-	423	342
gene-FAZ85_RS06405	NZ_SSTT01000005.1	66845	68272	-	1428	1526
gene-FAZ85_RS06410	NZ_SSTT01000005.1	68274	69062	-	789	600
gene-FAZ85_RS06415	NZ_SSTT01000005.1	69062	69829	-	768	580
gene-FAZ85_RS06420	NZ_SSTT01000005.1	69826	70896	-	1071	1135
gene-FAZ85_RS06425	NZ_SSTT01000005.1	70904	71401	-	498	465
gene-FAZ85_RS06430	NZ_SSTT01000005.1	71416	72162	-	747	910
gene-FAZ85_RS06435	NZ_SSTT01000005.1	72171	72458	-	288	420
gene-FAZ85_RS06440	NZ_SSTT01000005.1	72470	73399	-	930	1319
gene-FAZ85_RS06445	NZ_SSTT01000005.1	73684	75729	+	2046	2335
gene-FAZ85_RS06450	NZ_SSTT01000005.1	75977	78250	+	2274	3061
gene-FAZ85_RS06455	NZ_SSTT01000005.1	78308	79807	-	1500	1651
gene-FAZ85_RS06460	NZ_SSTT01000005.1	80043	80948	+	906	1450
gene-FAZ85_RS06465	NZ_SSTT01000005.1	81120	81449	-	330	584
gene-FAZ85_RS06470	NZ_SSTT01000005.1	81454	81639	-	186	240
gene-FAZ85_RS06475	NZ_SSTT01000005.1	81636	84275	-	2640	2927
gene-FAZ85_RS06480	NZ_SSTT01000005.1	84483	85472	+	990	1459
gene-FAZ85_RS06485	NZ_SSTT01000005.1	85582	86004	+	423	573
gene-FAZ85_RS06490	NZ_SSTT01000005.1	86001	86267	-	267	297
gene-FAZ85_RS06495	NZ_SSTT01000005.1	86541	90065	+	3525	3903
gene-FAZ85_RS06500	NZ_SSTT01000005.1	90433	91566	+	1134	1973
gene-FAZ85_RS06505	NZ_SSTT01000005.1	91707	92141	+	435	714
gene-FAZ85_RS06510	NZ_SSTT01000005.1	92317	93252	+	936	1056
gene-FAZ85_RS06515	NZ_SSTT01000005.1	93381	94754	-	1374	1514
gene-FAZ85_RS25560	NZ_SSTT01000005.1	94784	94957	-	174	292
gene-FAZ85_RS06520	NZ_SSTT01000005.1	95232	96215	-	984	1446
gene-FAZ85_RS25820	NZ_SSTT01000005.1	96229	96276	-	48	102
gene-FAZ85_RS06525	NZ_SSTT01000005.1	96470	97702	+	1233	1951
gene-FAZ85_RS06530	NZ_SSTT01000005.1	97723	98286	-	564	634
gene-FAZ85_RS06535	NZ_SSTT01000005.1	98616	99524	-	909	1292
gene-FAZ85_RS06540	NZ_SSTT01000005.1	99700	101010	+	1311	1212
gene-FAZ85_RS06545	NZ_SSTT01000005.1	101010	102455	+	1446	1664
gene-FAZ85_RS06550	NZ_SSTT01000005.1	102492	104018	+	1527	2113
gene-FAZ85_RS06555	NZ_SSTT01000005.1	104029	104544	+	516	846
gene-FAZ85_RS06560	NZ_SSTT01000005.1	104739	105491	+	753	1125
gene-FAZ85_RS06565	NZ_SSTT01000005.1	105643	106593	+	951	1379
gene-FAZ85_RS06570	NZ_SSTT01000005.1	106643	106900	-	258	199
gene-FAZ85_RS06575	NZ_SSTT01000005.1	107144	108175	+	1032	1492
gene-FAZ85_RS06580	NZ_SSTT01000005.1	108226	109839	-	1614	2677
gene-FAZ85_RS06585	NZ_SSTT01000005.1	110176	111075	-	900	1575
gene-FAZ85_RS06590	NZ_SSTT01000005.1	111213	112133	+	921	1611
gene-FAZ85_RS06600	NZ_SSTT01000005.1	112204	112341	+	138	273
gene-FAZ85_RS06605	NZ_SSTT01000005.1	112469	113197	+	729	809
gene-FAZ85_RS06610	NZ_SSTT01000005.1	113172	114137	-	966	956
gene-FAZ85_RS06615	NZ_SSTT01000005.1	114256	114762	+	507	682
gene-FAZ85_RS06620	NZ_SSTT01000005.1	114806	116347	-	1542	1866
gene-FAZ85_RS06625	NZ_SSTT01000005.1	116495	117556	-	1062	966
gene-FAZ85_RS06630	NZ_SSTT01000005.1	117553	118950	-	1398	1361
gene-FAZ85_RS06635	NZ_SSTT01000005.1	119105	120103	+	999	1342
gene-FAZ85_RS06640	NZ_SSTT01000005.1	120214	121119	-	906	1375
gene-FAZ85_RS06645	NZ_SSTT01000005.1	121164	122246	-	1083	1531
gene-FAZ85_RS06650	NZ_SSTT01000005.1	122260	122919	-	660	705
gene-FAZ85_RS06655	NZ_SSTT01000005.1	122916	125183	-	2268	2138
gene-FAZ85_RS06660	NZ_SSTT01000005.1	125180	126235	-	1056	905
gene-FAZ85_RS06665	NZ_SSTT01000005.1	126245	127033	-	789	758
gene-FAZ85_RS06670	NZ_SSTT01000005.1	127051	128103	-	1053	828
gene-FAZ85_RS06675	NZ_SSTT01000005.1	128134	128976	-	843	948
gene-FAZ85_RS06680	NZ_SSTT01000005.1	128963	129844	-	882	872
gene-FAZ85_RS06685	NZ_SSTT01000005.1	129865	131157	-	1293	1846
gene-FAZ85_RS06690	NZ_SSTT01000005.1	131171	132850	-	1680	2971
gene-FAZ85_RS06695	NZ_SSTT01000005.1	133063	133377	-	315	505
gene-FAZ85_RS06700	NZ_SSTT01000005.1	133452	133673	-	222	272
gene-FAZ85_RS06705	NZ_SSTT01000005.1	133682	134041	-	360	458
gene-FAZ85_RS06710	NZ_SSTT01000005.1	134041	134265	-	225	305
gene-FAZ85_RS06715	NZ_SSTT01000005.1	134319	134987	-	669	902
gene-FAZ85_RS06720	NZ_SSTT01000005.1	135154	136131	+	978	1084
gene-FAZ85_RS06725	NZ_SSTT01000005.1	136262	137527	-	1266	879
gene-FAZ85_RS06730	NZ_SSTT01000005.1	137565	138845	-	1281	682
gene-FAZ85_RS06735	NZ_SSTT01000005.1	138847	140334	-	1488	963
gene-FAZ85_RS06740	NZ_SSTT01000005.1	140484	141041	-	558	675
gene-FAZ85_RS06745	NZ_SSTT01000005.1	141068	141832	-	765	1055
gene-FAZ85_RS06750	NZ_SSTT01000005.1	142044	143462	+	1419	1527
gene-FAZ85_RS06755	NZ_SSTT01000005.1	143611	143775	+	165	190
gene-FAZ85_RS06760	NZ_SSTT01000005.1	143765	145150	+	1386	1416
gene-FAZ85_RS06765	NZ_SSTT01000005.1	145284	145529	+	246	395
gene-FAZ85_RS06770	NZ_SSTT01000005.1	145842	147485	+	1644	1538
gene-FAZ85_RS06775	NZ_SSTT01000005.1	147482	148447	+	966	1113
gene-FAZ85_RS06780	NZ_SSTT01000005.1	148434	149324	+	891	747
gene-FAZ85_RS06785	NZ_SSTT01000005.1	149324	150316	+	993	1126
gene-FAZ85_RS06790	NZ_SSTT01000005.1	150318	151124	+	807	968
gene-FAZ85_RS06795	NZ_SSTT01000005.1	151192	151545	+	354	446
gene-FAZ85_RS06800	NZ_SSTT01000005.1	151913	152701	+	789	1105
gene-FAZ85_RS06805	NZ_SSTT01000005.1	152846	153973	+	1128	1438
gene-FAZ85_RS06810	NZ_SSTT01000005.1	154041	155975	+	1935	2164
gene-FAZ85_RS06815	NZ_SSTT01000005.1	156053	156157	-	105	197
gene-FAZ85_RS06820	NZ_SSTT01000005.1	156211	158196	+	1986	2854
gene-FAZ85_RS25825	NZ_SSTT01000005.1	158178	158306	-	129	228
gene-FAZ85_RS06825	NZ_SSTT01000005.1	158343	158516	+	174	328
gene-FAZ85_RS06830	NZ_SSTT01000005.1	158606	159355	+	750	1385
gene-FAZ85_RS06835	NZ_SSTT01000005.1	159624	159842	+	219	382
gene-FAZ85_RS06840	NZ_SSTT01000005.1	159968	160294	-	327	462
gene-FAZ85_RS06845	NZ_SSTT01000005.1	160294	161031	-	738	970
gene-FAZ85_RS06850	NZ_SSTT01000005.1	161224	162393	-	1170	1387
gene-FAZ85_RS06855	NZ_SSTT01000005.1	162400	162708	-	309	374
gene-FAZ85_RS06860	NZ_SSTT01000005.1	162857	163621	-	765	1116
gene-FAZ85_RS06865	NZ_SSTT01000005.1	163791	164381	+	591	901
gene-FAZ85_RS06870	NZ_SSTT01000005.1	164445	167120	-	2676	3124
gene-FAZ85_RS06875	NZ_SSTT01000005.1	167284	167379	-	96	227
gene-FAZ85_RS06880	NZ_SSTT01000005.1	167493	167660	-	168	306
gene-FAZ85_RS06885	NZ_SSTT01000005.1	167663	167803	-	141	254
gene-FAZ85_RS06890	NZ_SSTT01000005.1	168122	169096	-	975	1572
gene-FAZ85_RS06895	NZ_SSTT01000005.1	169306	171903	-	2598	3835
gene-FAZ85_RS06900	NZ_SSTT01000005.1	172283	172534	+	252	465
gene-FAZ85_RS06905	NZ_SSTT01000005.1	172570	173619	-	1050	1469
gene-FAZ85_RS06910	NZ_SSTT01000005.1	173839	174597	+	759	950
gene-FAZ85_RS06915	NZ_SSTT01000005.1	174594	175184	+	591	742
gene-FAZ85_RS06920	NZ_SSTT01000005.1	175224	176096	-	873	735
gene-FAZ85_RS06925	NZ_SSTT01000005.1	176197	176817	-	621	495
gene-FAZ85_RS06930	NZ_SSTT01000005.1	176814	177695	-	882	943
gene-FAZ85_RS06935	NZ_SSTT01000005.1	177833	177877	+	45	113
gene-FAZ85_RS06940	NZ_SSTT01000005.1	177968	179530	+	1563	1481
gene-FAZ85_RS06945	NZ_SSTT01000005.1	179530	181125	+	1596	914
gene-FAZ85_RS06950	NZ_SSTT01000005.1	181126	182487	+	1362	1240
gene-FAZ85_RS06955	NZ_SSTT01000005.1	182499	183692	+	1194	1116
gene-FAZ85_RS06960	NZ_SSTT01000005.1	183692	184498	+	807	970
gene-FAZ85_RS06965	NZ_SSTT01000005.1	184879	185058	+	180	414
gene-FAZ85_RS06970	NZ_SSTT01000005.1	185144	185644	+	501	1051
gene-FAZ85_RS06975	NZ_SSTT01000005.1	185690	186196	+	507	1080
gene-FAZ85_RS06980	NZ_SSTT01000005.1	186256	186894	-	639	968
gene-FAZ85_RS06985	NZ_SSTT01000005.1	187134	187223	+	90	207
gene-FAZ85_RS06990	NZ_SSTT01000005.1	187251	187994	+	744	1315
gene-FAZ85_RS06995	NZ_SSTT01000005.1	188024	188563	+	540	887
gene-FAZ85_RS07000	NZ_SSTT01000005.1	188668	189066	+	399	635
gene-FAZ85_RS07005	NZ_SSTT01000005.1	189106	189825	-	720	874
gene-FAZ85_RS07010	NZ_SSTT01000005.1	190049	190345	+	297	560
gene-FAZ85_RS07015	NZ_SSTT01000005.1	190645	191898	+	1254	2423
gene-FAZ85_RS07020	NZ_SSTT01000005.1	191953	192126	-	174	314
gene-FAZ85_RS07025	NZ_SSTT01000005.1	192269	193729	+	1461	1725
gene-FAZ85_RS07030	NZ_SSTT01000005.1	193764	194093	+	330	522
gene-FAZ85_RS07035	NZ_SSTT01000005.1	194146	195150	-	1005	1286
gene-FAZ85_RS07040	NZ_SSTT01000005.1	195147	196160	-	1014	920
gene-FAZ85_RS07045	NZ_SSTT01000005.1	196172	197080	-	909	1099
gene-FAZ85_RS07050	NZ_SSTT01000005.1	197095	198015	-	921	1363
gene-FAZ85_RS07055	NZ_SSTT01000005.1	198101	199732	-	1632	2897
gene-FAZ85_RS25565	NZ_SSTT01000005.1	200016	200312	+	297	345
gene-FAZ85_RS07060	NZ_SSTT01000005.1	200470	201117	-	648	1012
gene-FAZ85_RS25830	NZ_SSTT01000005.1	201148	201201	-	54	135
gene-FAZ85_RS07065	NZ_SSTT01000005.1	201594	204269	+	2676	3468
gene-FAZ85_RS07070	NZ_SSTT01000005.1	204571	205188	-	618	1094
gene-FAZ85_RS07075	NZ_SSTT01000005.1	205792	206205	+	414	817
gene-FAZ85_RS07080	NZ_SSTT01000005.1	206349	207257	-	909	1539
gene-FAZ85_RS07085	NZ_SSTT01000005.1	207459	208472	-	1014	1532
gene-FAZ85_RS07090	NZ_SSTT01000005.1	208564	209469	-	906	1323
gene-FAZ85_RS07095	NZ_SSTT01000005.1	209582	210040	+	459	809
gene-FAZ85_RS07100	NZ_SSTT01000005.1	210090	210932	+	843	1188
gene-FAZ85_RS24530	NZ_SSTT01000050.1	1	442	-	442	0
gene-FAZ85_RS24535	NZ_SSTT01000050.1	606	3614	+	3009	0
gene-FAZ85_RS24540	NZ_SSTT01000050.1	3611	3841	-	231	0
gene-FAZ85_RS24545	NZ_SSTT01000050.1	3933	4901	-	969	0
gene-FAZ85_RS24550	NZ_SSTT01000050.1	4938	5495	-	558	0
gene-FAZ85_RS24555	NZ_SSTT01000050.1	5489	5860	-	372	0
gene-FAZ85_RS24560	NZ_SSTT01000050.1	5857	6357	-	501	0
gene-FAZ85_RS24565	NZ_SSTT01000050.1	6354	6680	-	327	0
gene-FAZ85_RS24570	NZ_SSTT01000050.1	6935	7291	-	357	0
gene-FAZ85_RS24575	NZ_SSTT01000050.1	7281	7682	-	402	0
gene-FAZ85_RS24580	NZ_SSTT01000050.1	7679	7969	-	291	0
gene-FAZ85_RS24585	NZ_SSTT01000051.1	1	146	-	146	2
gene-FAZ85_RS24590	NZ_SSTT01000051.1	360	3476	-	3117	0
gene-FAZ85_RS24595	NZ_SSTT01000051.1	3598	4881	-	1284	0
gene-FAZ85_RS24600	NZ_SSTT01000051.1	4878	6434	-	1557	1
gene-FAZ85_RS24605	NZ_SSTT01000051.1	6617	6838	+	222	0
gene-FAZ85_RS24610	NZ_SSTT01000051.1	6838	7218	+	381	0
gene-FAZ85_RS24615	NZ_SSTT01000051.1	7223	7402	+	180	0
gene-FAZ85_RS24620	NZ_SSTT01000052.1	1	1017	-	1017	0
gene-FAZ85_RS24630	NZ_SSTT01000052.1	1283	2629	-	1347	1254
gene-FAZ85_RS26515	NZ_SSTT01000052.1	3084	3197	-	114	0
gene-FAZ85_RS24650	NZ_SSTT01000052.1	3405	4187	-	783	0
gene-FAZ85_RS24655	NZ_SSTT01000052.1	4184	5206	-	1023	0
gene-FAZ85_RS26225	NZ_SSTT01000052.1	5569	5755	-	187	0
gene-FAZ85_RS24660	NZ_SSTT01000052.1	5917	7101	-	1185	0
gene-FAZ85_RS24665	NZ_SSTT01000053.1	83	1246	+	1164	0
gene-FAZ85_RS25740	NZ_SSTT01000053.1	1404	1655	-	252	0
gene-FAZ85_RS25745	NZ_SSTT01000053.1	1762	1932	-	171	0
gene-FAZ85_RS24675	NZ_SSTT01000053.1	2217	2846	-	630	0
gene-FAZ85_RS24680	NZ_SSTT01000053.1	3310	4185	-	876	0
gene-FAZ85_RS24685	NZ_SSTT01000053.1	4512	6053	-	1542	0
gene-FAZ85_RS24690	NZ_SSTT01000054.1	1	145	-	145	0
gene-FAZ85_RS24700	NZ_SSTT01000054.1	600	1613	-	1014	0
gene-FAZ85_RS24705	NZ_SSTT01000054.1	1625	2941	-	1317	0
gene-FAZ85_RS24710	NZ_SSTT01000054.1	2969	3889	-	921	0
gene-FAZ85_RS24715	NZ_SSTT01000054.1	4195	4977	+	783	0
gene-FAZ85_RS25750	NZ_SSTT01000054.1	4979	5205	-	227	0
gene-FAZ85_RS24730	NZ_SSTT01000054.1	5690	6322	-	633	0
gene-FAZ85_RS24735	NZ_SSTT01000055.1	79	2412	+	2334	0
gene-FAZ85_RS24740	NZ_SSTT01000055.1	2549	2881	-	333	0
gene-FAZ85_RS24745	NZ_SSTT01000055.1	2883	3140	-	258	0
gene-FAZ85_RS24750	NZ_SSTT01000055.1	3233	3886	-	654	0
gene-FAZ85_RS24760	NZ_SSTT01000055.1	4826	5683	-	858	0
gene-FAZ85_RS24765	NZ_SSTT01000055.1	5676	5750	-	75	0
gene-FAZ85_RS24780	NZ_SSTT01000056.1	890	1867	+	978	0
gene-FAZ85_RS24785	NZ_SSTT01000056.1	2152	2892	-	741	0
gene-FAZ85_RS24790	NZ_SSTT01000056.1	3013	3195	-	183	0
gene-FAZ85_RS26230	NZ_SSTT01000056.1	3262	3551	-	290	0
gene-FAZ85_RS24800	NZ_SSTT01000056.1	3538	3806	-	269	0
gene-FAZ85_RS24810	NZ_SSTT01000056.1	4338	5507	+	1170	1
gene-FAZ85_RS24815	NZ_SSTT01000056.1	5540	5668	+	129	0
gene-FAZ85_RS24820	NZ_SSTT01000056.1	5703	5891	-	189	0
gene-FAZ85_RS24825	NZ_SSTT01000057.1	309	500	-	192	0
gene-FAZ85_RS24830	NZ_SSTT01000057.1	497	919	-	423	0
gene-FAZ85_RS24835	NZ_SSTT01000057.1	966	1391	-	426	0
gene-FAZ85_RS24845	NZ_SSTT01000057.1	1808	2584	-	777	0
gene-FAZ85_RS24850	NZ_SSTT01000057.1	2635	3153	-	519	0
gene-FAZ85_RS24855	NZ_SSTT01000057.1	3083	3304	-	222	0
gene-FAZ85_RS24860	NZ_SSTT01000057.1	3305	3988	-	684	0
gene-FAZ85_RS24865	NZ_SSTT01000057.1	4065	4376	-	312	0
gene-FAZ85_RS24870	NZ_SSTT01000057.1	4373	5275	-	903	0
gene-FAZ85_RS24880	NZ_SSTT01000058.1	152	406	-	255	0
gene-FAZ85_RS24885	NZ_SSTT01000058.1	703	894	-	192	0
gene-FAZ85_RS24890	NZ_SSTT01000058.1	909	1195	-	287	0
gene-FAZ85_RS24900	NZ_SSTT01000058.1	1708	1920	-	213	0
gene-FAZ85_RS24905	NZ_SSTT01000058.1	2051	2611	-	561	0
gene-FAZ85_RS24910	NZ_SSTT01000058.1	2666	3280	-	615	0
gene-FAZ85_RS24915	NZ_SSTT01000058.1	3277	4335	-	1059	0
gene-FAZ85_RS24920	NZ_SSTT01000058.1	4387	4617	-	231	0
gene-FAZ85_RS26235	NZ_SSTT01000058.1	5131	5285	+	155	0
gene-FAZ85_RS24930	NZ_SSTT01000059.1	181	681	+	501	0
gene-FAZ85_RS24935	NZ_SSTT01000059.1	650	1642	-	993	0
gene-FAZ85_RS24940	NZ_SSTT01000059.1	1645	3324	-	1680	0
gene-FAZ85_RS24950	NZ_SSTT01000059.1	3399	4067	-	669	0
gene-FAZ85_RS24955	NZ_SSTT01000059.1	4103	4339	-	237	0
gene-FAZ85_RS24960	NZ_SSTT01000059.1	4336	4698	-	363	0
gene-FAZ85_RS24965	NZ_SSTT01000059.1	4716	5225	-	510	0
gene-FAZ85_RS07110	NZ_SSTT01000006.1	144	653	-	510	739
gene-FAZ85_RS25570	NZ_SSTT01000006.1	767	931	-	165	310
gene-FAZ85_RS07115	NZ_SSTT01000006.1	1040	1534	+	495	570
gene-FAZ85_RS07120	NZ_SSTT01000006.1	1524	1787	+	264	217
gene-FAZ85_RS07125	NZ_SSTT01000006.1	1784	4270	+	2487	2274
gene-FAZ85_RS07130	NZ_SSTT01000006.1	4277	4972	+	696	376
gene-FAZ85_RS07135	NZ_SSTT01000006.1	4959	5822	+	864	739
gene-FAZ85_RS07140	NZ_SSTT01000006.1	5819	6268	+	450	400
gene-FAZ85_RS07145	NZ_SSTT01000006.1	6278	6880	+	603	695
gene-FAZ85_RS07150	NZ_SSTT01000006.1	6893	7516	+	624	579
gene-FAZ85_RS07155	NZ_SSTT01000006.1	7513	8175	+	663	534
gene-FAZ85_RS07160	NZ_SSTT01000006.1	8217	8954	+	738	741
gene-FAZ85_RS07165	NZ_SSTT01000006.1	8951	9160	+	210	187
gene-FAZ85_RS07170	NZ_SSTT01000006.1	9157	9636	+	480	468
